Applicant,FacilityType,Status,FoodItems,Latitude,Longitude
Tacos El Primo,Truck,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.72593049503994,-122.38921555942116
The Huge Hotdog Concession,Truck,EXPIRED,Hotdogs: chips: soda: nuts: crackers,37.78887711726664,-122.42009102003809
"Santana ESG, Inc.",Truck,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.790485146128,-122.40094044068952
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72279368875932,-122.39171966647248
Marengo,Truck,REQUESTED,Breakfast - egg: cheese: bacon: tomato: english muffin w/ butter: jam: or nutella: hard boiled eggs: fruit medley: water: coffee: milk: carrot juice: orange juice,37.7386499426562,-122.4061861142952
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.710451691867526,-122.3961490789956
Eli's Hot Dogs,Push Cart,REQUESTED,various styles of hot dogs & sausages: chips: breakfast sandwiches: chili: soda: water:,37.746948295513135,-122.40339096031298
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72867144281792,-122.38186508864092
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.760957168278544,-122.42182419935828
SF Cart Project,Truck,EXPIRED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,37.76912441216805,-122.39147491124584
"Santana ESG, Inc.",Truck,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,0.0,0.0
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78072314754437,-122.44778964047842
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.74569302612038,-122.39071458482128
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72716806878196,-122.39002914870102
CC Acquisition LLC,Push Cart,REQUESTED,Indian Chai (Tea),37.79321373166341,-122.39704303671824
Ruru Juice LLC,Truck,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.78767164448786,-122.39976292583924
Wonder Philly,Push Cart,ISSUED,Hot dogs: sausages: cheesesteaks: chips: drinks,37.77433766636957,-122.39405328631256
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72017472264928,-122.38940711434188
Julie's Hot Dogs,Truck,EXPIRED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,37.75924028515023,-122.4185441711166
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,0.0,0.0
"Kabob Trolley, LLC",Push Cart,REQUESTED,Gyros: Kebobs: refreshments and dessert,37.77764220851001,-122.39341814593186
"Kabob Trolley, LLC",Truck,REQUESTED,Halal Gyro and Cheesesteaks,37.77833025576586,-122.41151586526772
Tacos El Primo,Truck,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.72980548057414,-122.39924710472444
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.730374237862826,-122.38186187865688
CC Acquisition LLC,Push Cart,REQUESTED,Chai Tea,37.763858081360304,-122.4220826209929
"Santana ESG, Inc.",Truck,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,37.76474535071949,-122.41656213947006
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78242356329466,-122.39323639939816
Ruru Juice LLC,Truck,REQUESTED,Smoothies: Juice: Salads: Fruit Bowls: Soup,37.79034624734142,-122.4018501909886
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71852204856645,-122.3966614444168
Tacos Lol-Tun,Truck,EXPIRED,Tortas: burritos: tacos: ensaladas: sodas,37.726594363386816,-122.39235562563124
El Tonayense #60,Truck,REQUESTED,Tacos: Burritos: Tortas: Quesadillas: Drinks,37.763108325376656,-122.41345489002224
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.74475219161639,-122.38567924872147
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78442073689951,-122.41840535178248
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.75461495148918,-122.39038813202004
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78845702882892,-122.3998841605663
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72672797825706,-122.38865842883156
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71644300214742,-122.38993787932108
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,0.0,0.0
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73935716086751,-122.39152281175876
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.75563700983233,-122.405101930379
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72670827296216,-122.38362491720036
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78159674576022,-122.43485778844028
El Tonayanse #4 / #36,Truck,REQUESTED,Tacos: Burritos: Tortas: Quesadillas,0.0,0.0
Singh Brothers Ice Cream,Truck,REQUESTED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71920021771331,-122.39597673109591
"SOHOMEI, LLC",Truck,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.76830699279999,-122.41200033609216
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.77529014231951,-122.4407311621107
Flavors of Africa,Truck,SUSPEND,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,37.788530010632506,-122.39514429387364
Rita's Catering,Truck,APPROVED,Filipino Food,37.78069437740818,-122.40966881321906
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75212416311866,-122.47587232222202
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.78350912221273,-122.49007120809986
Eva's Catering,Truck,APPROVED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,37.722629217598346,-122.39006184632665
Faith Sandwich,Push Cart,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,37.79210933860902,-122.39580386550163
San Pancho's Tacos,Truck,REQUESTED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.72429777852764,-122.4593773095484
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.7879142297241,-122.4052705230952
Flavors of Africa,Truck,SUSPEND,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,37.78844615690132,-122.3986412420388
FRUITYMANIA,Push Cart,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,37.78511092044776,-122.40742266827704
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.783922070111466,-122.44672163317198
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.755030726766726,-122.38453073422282
Giant Burrito,Truck,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.712302604744416,-122.43164419037294
Street Meet,Truck,SUSPEND,Tacos: burritos: quesadillas: tortas: asada fries: nachos,37.76381127729062,-122.3912653505994
"Off the Grid Services, LLC",Truck,EXPIRED,everything except for hot dogs,37.799260113502285,-122.39961794865545
"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,EXPIRED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,37.786856111883054,-122.40689189299718
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.748950363427056,-122.40149318970822
Faith Sandwich,Push Cart,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,37.78886471534304,-122.39935935136296
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.76445952144236,-122.42516137635808
"Off the Grid Services, LLC",Truck,EXPIRED,everything except for hot dogs,37.78236012101754,-122.40209599456324
Shah's Halal Food,Push Cart,SUSPEND,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,37.79054831818324,-122.40033367367876
FRUITYMANIA,Push Cart,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,37.784990279306456,-122.40567662907203
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7519716288769,-122.38796548380076
Halal Cart of San Francisco,Push Cart,EXPIRED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,37.79314862698347,-122.4025671755779
Scotch Bonnet,Truck,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.79142654133214,-122.40103785668796
Kettle Corn Star,Push Cart,EXPIRED,Kettle Corn: Funnel Cakes: Lemonade: Beverages: Flan: Hot Dogs: Falafel: Hot and Cold Sandwiches: French Fries: Baklava and Pastries,37.78539563944047,-122.40439104283044
Roadside Rotisserie Corporation / Country Grill,Truck,REQUESTED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,37.79092150726921,-122.4001004237385
"Off the Grid Services, LLC",Truck,EXPIRED,everything except for hot dogs,37.77632714778992,-122.39179682107692
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.72878795772644,-122.39229482070176
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72614569247294,-122.38822774090347
Roadside Rotisserie Corporation / Country Grill,Truck,REQUESTED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,37.79344652781607,-122.40034367559196
Roadside Rotisserie Corporation / Country Grill,Truck,REQUESTED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,37.788778723378,-122.40257456841074
Roadside Rotisserie Corporation / Country Grill,Truck,REQUESTED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,37.780918000993,-122.39241698313292
Bonito Poke,Truck,REQUESTED,Bonito Poke Bowls & Various Drinks,37.78911920766765,-122.39588103933524
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,0.0,0.0
SF Street Food,Truck,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,37.78991386713444,-122.40523289252366
Roadside Rotisserie Corporation / Country Grill,Truck,REQUESTED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,37.799260113502285,-122.39961794865545
Bonito Poke,Truck,REQUESTED,Bonito Poke Bowls & Various Drinks,37.793262206923096,-122.4017890913628
"Bay Area Dots, LLC",Push Cart,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,37.80774328844553,-122.42414994486982
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.768320249510616,-122.42711064395492
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75798419052856,-122.43346578040662
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77609875315735,-122.40028723986816
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77687638877653,-122.40025957520209
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.747772091607466,-122.39703171897756
Eva's Catering,Truck,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.752660520412284,-122.4754735317814
BH & MT LLC,Truck,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.775774368410254,-122.43733160784082
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72659047951941,-122.3817522114059
"Off the Grid Services, LLC",Truck,EXPIRED,everything except for hot dogs,37.77632714778992,-122.39179682107692
El Alambre,Truck,EXPIRED,Tacos: Burritos: Quesadillas: Nachos Alambres: Choice of Meat: Carne Asada: Carnitas: Pollo: Al Pastor Camarones,37.78484602775554,-122.42256813313708
CARDONA'S FOOD TRUCK,Truck,EXPIRED,Tacos: Burritos: Quesadillas: Various Drinks,37.76781718141415,-122.42057533514163
Truly Food & More,Truck,APPROVED,Latin Food: Tacos: Pupusas: Vegetables: Salad: Waters: Sodas,37.79238986198323,-122.40126969523558
Union Square Business Improvement District,Truck,REQUESTED,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's,0.0,0.0
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,37.78862121908618,-122.40806890640653
"BOWL'D ACAI, LLC.",Truck,REQUESTED,Acai Bowls: Poke Bowls: Smoothies: Juices,37.80457786909011,-122.43301077434302
Tacos El Ojo De Agua,Truck,EXPIRED,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water,37.780647210048365,-122.39462918166164
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7259455580465,-122.38228115325305
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77200865646878,-122.3990838454733
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.77444911077535,-122.402087236063
Tacos Santo Toribio,Truck,REQUESTED,tacos,37.74162368623527,-122.4015472063967
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.74383117213268,-122.37779736896212
Reecees Soulicious,Truck,REQUESTED,Fried Chicken: Fried Fish: Greens: Mac & Cheese: Peach Cobbler: and String beans,37.73500422895143,-122.39017246969968
Taqueria Lolita,Truck,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.744889286143,-122.39097197693538
Julie's Hot Dogs,Truck,REQUESTED,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.,37.75887999201479,-122.41937920298372
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,0.0,0.0
"Off the Grid Services, LLC",Truck,REQUESTED,varies truck to truck,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.725181700728754,-122.38819268844397
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.773287940470354,-122.44003231663504
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.78631979828399,-122.39823507424884
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77236391476725,-122.39704097036318
The Chai Cart,Push Cart,SUSPEND,Hot Indian Chai (Tea),37.78788969990609,-122.40053532677749
Swell Cream & Coffee,Truck,REQUESTED,Ice cream: coffee: pastries,37.7412902847707,-122.49437792043544
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.75023688477907,-122.3978180317186
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72647071624597,-122.38154121915817
Munch India,Truck,REQUESTED,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,0.0,0.0
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.727234007495866,-122.38181551187014
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.78732241931987,-122.39222370638346
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72672797825706,-122.38865842883156
Liang Bai Ping,Truck,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72387884083248,-122.3870108787852
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77013758050153,-122.41598340280362
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.74449821321117,-122.39695540584154
Pipo's Grill,Truck,REQUESTED,Tacos: Burritos: Hot Dogs: and Hamburgers,37.76785244271805,-122.41610489253188
Quan Catering,Truck,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.78690491945698,-122.39092026296215
Mini Mobile Food Catering,Truck,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77146721590103,-122.41287229420976
Athena SF Gyro,Push Cart,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,37.77425926306004,-122.41948598839828
Izzy's Cheesesteaks,Truck,REQUESTED,Cheesesteaks: French Fries: and Drinks,37.79344652781607,-122.40034367559196
Bonito Poke,Truck,REQUESTED,Bonito Poke Bowls & Various Drinks,37.76624504710292,-122.38735628651092
"Casey's Pizza, LLC",Truck,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.78718284771541,-122.40123480885065
